company,founded_year,sector,subsector,country,city,funding_usd_millions,valuation_usd_millions,employees,startup_stage,profitable,is_unicorn,data_source,company_key
WTOIP,2018,Enterprise Tech,,China,Guangzhou,,1270.0,,Unicorn,,True,Unicorn Dataset,wtoip
PeopleCert,2021,Enterprise Tech,,Greece,Athens,,1270.0,,Unicorn,,True,Unicorn Dataset,peoplecert
Greater Bay Technology,2022,Industrials,,China,Guangzhou,,1260.0,,Unicorn,,True,Unicorn Dataset,greater bay technology
JMGO,2022,Industrials,,China,Shenzhen,,1260.0,,Unicorn,,True,Unicorn Dataset,jmgo
BigID,2020,Enterprise Tech,,United States,New York,,1250.0,,Unicorn,,True,Unicorn Dataset,bigid
Polyhedra Network,2024,Enterprise Tech,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,polyhedra network
Kuaikan Manhua,2017,Media & Entertainment,,China,Beijing,,1250.0,,Unicorn,,True,Unicorn Dataset,kuaikan manhua
Marshmallow,2021,Insurance,,United Kingdom,London,,1250.0,,Unicorn,,True,Unicorn Dataset,marshmallow
Honor Technology,2021,Healthcare & Life Sciences,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,honor technology
Together AI,2024,Enterprise Tech,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,together ai
QI Tech,2023,Financial Services,,Brazil,Sao Paulo,,1000.0,,Unicorn,,True,Unicorn Dataset,qi tech
Mythical Games,2021,Media & Entertainment,,United States,Sherman Oaks,,1000.0,,Unicorn,,True,Unicorn Dataset,mythical games
Incode Technologies,2021,Enterprise Tech,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,incode technologies
Tackle.io,2021,Enterprise Tech,,United States,Boise,,1250.0,,Unicorn,,True,Unicorn Dataset,tackle.io
Flipdish,2022,Consumer & Retail,,Ireland,Dublin,,1250.0,,Unicorn,,True,Unicorn Dataset,flipdish
CaptivateIQ,2022,Enterprise Tech,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,captivateiq
Talos,2022,Financial Services,,United States,New York,,1250.0,,Unicorn,,True,Unicorn Dataset,talos
airSlate,2022,Enterprise Tech,,United States,Brookline,,1250.0,,Unicorn,,True,Unicorn Dataset,airslate
ClassDojo,2022,Consumer & Retail,,United States,San Francisco,,1250.0,,Unicorn,,True,Unicorn Dataset,classdojo
BrewDog,2017,Consumer & Retail,,United Kingdom,Aberdeen,,1240.0,,Unicorn,,True,Unicorn Dataset,brewdog
Enflame,2021,Enterprise Tech,,China,Shanghai,,1240.0,,Unicorn,,True,Unicorn Dataset,enflame
Shulan Health,2021,Healthcare & Life Sciences,,China,Hangzhou,,1240.0,,Unicorn,,True,Unicorn Dataset,shulan health
SeatGeek,2022,Media & Entertainment,,United States,New York,,1240.0,,Unicorn,,True,Unicorn Dataset,seatgeek
Nexii,2021,Industrials,,Canada,Vancouver,,1230.0,,Unicorn,,True,Unicorn Dataset,nexii
InDrive,2021,Industrials,,United States,Mountain View,,1230.0,,Unicorn,,True,Unicorn Dataset,indrive
Spiber,2021,Industrials,,Japan,Tsuruoka,,1220.0,,Unicorn,,True,Unicorn Dataset,spiber
Insider,2022,Enterprise Tech,,Turkey,Istanbul,,2000.0,,Unicorn,,True,Unicorn Dataset,insider
Kallyope,2022,Healthcare & Life Sciences,,United States,New York,,1220.0,,Unicorn,,True,Unicorn Dataset,kallyope
Zip,2022,Enterprise Tech,,United States,San Francisco,,1500.0,,Unicorn,,True,Unicorn Dataset,zip
Cart.com,2023,Consumer & Retail,,United States,Austin,,1200.0,,Unicorn,,True,Unicorn Dataset,cart.com
Replit,2023,Enterprise Tech,,United States,San Francisco,,1050.0,,Unicorn,,True,Unicorn Dataset,replit
Mews,2024,Enterprise Tech,,Netherlands,Amsterdam,,1200.0,,Unicorn,,True,Unicorn Dataset,mews
Our Next Energy,2023,Industrials,,United States,Novi,,1200.0,,Unicorn,,True,Unicorn Dataset,our next energy
Lightmatter,2023,Enterprise Tech,,United States,Mountain View,,1200.0,,Unicorn,,True,Unicorn Dataset,lightmatter
Castore,2023,Consumer & Retail,,United Kingdom,Manchester,,1200.0,,Unicorn,,True,Unicorn Dataset,castore
Yiguo,2016,Consumer & Retail,,China,Shanghai,,1200.0,,Unicorn,,True,Unicorn Dataset,yiguo
Glossier,2019,Consumer & Retail,,United States,New York,,1650.0,,Unicorn,,True,Unicorn Dataset,glossier
Workhuman,2020,Enterprise Tech,,Ireland,Dublin,,1200.0,,Unicorn,,True,Unicorn Dataset,workhuman
Qumulo,2020,Enterprise Tech,,United States,Seattle,,1200.0,,Unicorn,,True,Unicorn Dataset,qumulo
Tealium,2021,Enterprise Tech,,United States,San Diego,,1200.0,,Unicorn,,True,Unicorn Dataset,tealium
Public,2021,Financial Services,,United States,New York,,1200.0,,Unicorn,,True,Unicorn Dataset,public
Pipa Coding,2021,Consumer & Retail,,China,Beijing,,1200.0,,Unicorn,,True,Unicorn Dataset,pipa coding
Pilot,2021,Financial Services,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,pilot
Aibee,2021,Enterprise Tech,,China,Beijing,,1200.0,,Unicorn,,True,Unicorn Dataset,aibee
Vectra Networks,2021,Enterprise Tech,,United States,San Jose,,1200.0,,Unicorn,,True,Unicorn Dataset,vectra networks
Ada,2021,Enterprise Tech,,Canada,Toronto,,1200.0,,Unicorn,,True,Unicorn Dataset,ada
SmartMore,2021,Industrials,,China,Shenzhen,,1200.0,,Unicorn,,True,Unicorn Dataset,smartmore
Rohlik Group,2021,Consumer & Retail,,Czech Republic,Prague,,1200.0,,Unicorn,,True,Unicorn Dataset,rohlik group
FloQast,2021,Financial Services,,United States,Los Angeles,,1200.0,,Unicorn,,True,Unicorn Dataset,floqast
MindTickle,2021,Enterprise Tech,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,mindtickle
Offchain Labs,2021,Enterprise Tech,,United States,Princeton,,1200.0,,Unicorn,,True,Unicorn Dataset,offchain labs
Copado,2021,Enterprise Tech,,United States,Chicago,,1200.0,,Unicorn,,True,Unicorn Dataset,copado
Gem,2021,Enterprise Tech,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,gem
CarDekho,2021,Industrials,,India,Jaipur,,1200.0,,Unicorn,,True,Unicorn Dataset,cardekho
The Good Glamm Group,2021,Consumer & Retail,,India,Mumbai,,1200.0,,Unicorn,,True,Unicorn Dataset,the good glamm group
AgentSync,2021,Insurance,,United States,Denver,,1200.0,,Unicorn,,True,Unicorn Dataset,agentsync
Pristyn Care,2021,Healthcare & Life Sciences,,India,Gurugram,,1400.0,,Unicorn,,True,Unicorn Dataset,pristyn care
Merama,2021,Consumer & Retail,,Mexico,Mexico City,,1200.0,,Unicorn,,True,Unicorn Dataset,merama
SeekOut,2022,Enterprise Tech,,United States,Bellevue,,1200.0,,Unicorn,,True,Unicorn Dataset,seekout
BigPanda,2022,Enterprise Tech,,United States,Mountain View,,1200.0,,Unicorn,,True,Unicorn Dataset,bigpanda
Phantom,2022,Financial Services,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,phantom
LivSpace,2022,Consumer & Retail,,India,Bengaluru,,1200.0,,Unicorn,,True,Unicorn Dataset,livspace
Nova Labs,2022,Enterprise Tech,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,nova labs
Choco,2022,Consumer & Retail,,Germany,Berlin,,1200.0,,Unicorn,,True,Unicorn Dataset,choco
Viz.ai,2022,Healthcare & Life Sciences,,United States,San Francisco,,1200.0,,Unicorn,,True,Unicorn Dataset,viz.ai
Unit,2022,Financial Services,,United States,New York,,1200.0,,Unicorn,,True,Unicorn Dataset,unit
stori,2022,Financial Services,,Mexico,Juarez,,1200.0,,Unicorn,,True,Unicorn Dataset,stori
Spectrum Medical,2022,Healthcare & Life Sciences,,United Kingdom,Gloucester,,1200.0,,Unicorn,,True,Unicorn Dataset,spectrum medical
Swiftly,2022,Consumer & Retail,,United States,Seattle,,1200.0,,Unicorn,,True,Unicorn Dataset,swiftly
CloudBees,2021,Enterprise Tech,,United States,San Jose,,1150.0,,Unicorn,,True,Unicorn Dataset,cloudbees
Flink,2021,Consumer & Retail,,Germany,Berlin,,1070.0,,Unicorn,,True,Unicorn Dataset,flink
Colossal,2023,Healthcare & Life Sciences,,United States,Austin,,1190.0,,Unicorn,,True,Unicorn Dataset,colossal
L&P Cosmetic,2016,Consumer & Retail,,South Korea,Seoul,,1190.0,,Unicorn,,True,Unicorn Dataset,l&p cosmetic
Mininglamp Technology,2019,Enterprise Tech,,China,Beijing,,1190.0,,Unicorn,,True,Unicorn Dataset,mininglamp technology
Vestiaire Collective,2021,Consumer & Retail,,France,Paris,,1180.0,,Unicorn,,True,Unicorn Dataset,vestiaire collective
Luoji Siwei,2017,Media & Entertainment,,China,Beijing,,1180.0,,Unicorn,,True,Unicorn Dataset,luoji siwei
Yimidida,2019,Industrials,,China,Shanghai,,1170.0,,Unicorn,,True,Unicorn Dataset,yimidida
Modern Health,2021,Healthcare & Life Sciences,,United States,San Francisco,,1170.0,,Unicorn,,True,Unicorn Dataset,modern health
IRL,2021,Media & Entertainment,,United States,San Francisco,,1170.0,,Unicorn,,True,Unicorn Dataset,irl
Younited,2022,Financial Services,,France,Paris,,1160.0,,Unicorn,,True,Unicorn Dataset,younited
Uzum,2024,Financial Services,,Uzbekistan,Tashkent,,1160.0,,Unicorn,,True,Unicorn Dataset,uzum
SOURCE Global,2022,Industrials,,United States,Scottsdale,,1160.0,,Unicorn,,True,Unicorn Dataset,source global
LifeMiles,2015,Consumer & Retail,,Colombia,Bogota,,1150.0,,Unicorn,,True,Unicorn Dataset,lifemiles
Venafi,2020,Enterprise Tech,,United States,Salt Lake City,,1150.0,,Unicorn,,True,Unicorn Dataset,venafi
Guideline,2021,Financial Services,,United States,San Mateo,,1150.0,,Unicorn,,True,Unicorn Dataset,guideline
Rebellion Defense,2021,Industrials,,United States,Washington DC,,1150.0,,Unicorn,,True,Unicorn Dataset,rebellion defense
Elemy,2021,Healthcare & Life Sciences,,United States,San Francisco,,1150.0,,Unicorn,,True,Unicorn Dataset,elemy
TELD,2019,Industrials,,China,Qingdao,,1120.0,,Unicorn,,True,Unicorn Dataset,teld
Enable,2023,Enterprise Tech,,United States,San Francisco,,1120.0,,Unicorn,,True,Unicorn Dataset,enable
DANA,2022,Financial Services,,Indonesia,Jakarta,,1130.0,,Unicorn,,True,Unicorn Dataset,dana
At-Bay,2021,Insurance,,United States,Mountain View,,1120.0,,Unicorn,,True,Unicorn Dataset,at-bay
Visby Medical,2022,Healthcare & Life Sciences,,United States,San Jose,,1120.0,,Unicorn,,True,Unicorn Dataset,visby medical
Invoca,2022,Enterprise Tech,,United States,Santa Barbara,,1100.0,,Unicorn,,True,Unicorn Dataset,invoca
ElevenLabs,2024,Enterprise Tech,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,elevenlabs
Wasabi,2022,Enterprise Tech,,United States,Boston,,1100.0,,Unicorn,,True,Unicorn Dataset,wasabi
Halan,2023,Financial Services,,Egypt,Cairo,,1000.0,,Unicorn,,True,Unicorn Dataset,halan
BioCatch,2023,Enterprise Tech,,Israel,Tel Aviv,,1000.0,,Unicorn,,True,Unicorn Dataset,biocatch
Baichuan AI,2023,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,baichuan ai
Rokid,2023,Media & Entertainment,,United States,Redwood City,,1000.0,,Unicorn,,True,Unicorn Dataset,rokid
Krutrim,2024,Enterprise Tech,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,krutrim
Headway,2023,Healthcare & Life Sciences,,United States,Orlando,,1000.0,,Unicorn,,True,Unicorn Dataset,headway
Flexe,2022,Industrials,,United States,Seattle,,1000.0,,Unicorn,,True,Unicorn Dataset,flexe
TangoMe,2014,Media & Entertainment,,United States,Mountain View,,1100.0,,Unicorn,,True,Unicorn Dataset,tangome
AppDirect,2015,Enterprise Tech,,United States,San Francisco,,1100.0,,Unicorn,,True,Unicorn Dataset,appdirect
Juanpi,2016,Consumer & Retail,,China,Wuhan,,1100.0,,Unicorn,,True,Unicorn Dataset,juanpi
OVH,2016,Enterprise Tech,,France,Roubaix,,1100.0,,Unicorn,,True,Unicorn Dataset,ovh
GetYourGuide,2019,Consumer & Retail,,Germany,Berlin,,2000.0,,Unicorn,,True,Unicorn Dataset,getyourguide
Ivalua,2019,Enterprise Tech,,United States,Redwood City,,1100.0,,Unicorn,,True,Unicorn Dataset,ivalua
Sisense,2020,Enterprise Tech,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,sisense
Pharmapacks,2020,Consumer & Retail,,United States,Islandia,,1100.0,,Unicorn,,True,Unicorn Dataset,pharmapacks
Sennder,2021,Industrials,,Germany,Berlin,,1100.0,,Unicorn,,True,Unicorn Dataset,sennder
Nexthink,2021,Enterprise Tech,,Switzerland,Prilly,,1100.0,,Unicorn,,True,Unicorn Dataset,nexthink
Zego,2021,Insurance,,United Kingdom,London,,1100.0,,Unicorn,,True,Unicorn Dataset,zego
Rightway,2021,Healthcare & Life Sciences,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,rightway
Sunbit,2021,Financial Services,,United States,Los Angeles,,1100.0,,Unicorn,,True,Unicorn Dataset,sunbit
Qingting FM,2021,Media & Entertainment,,China,Shanghai,,1100.0,,Unicorn,,True,Unicorn Dataset,qingting fm
G2,2021,Enterprise Tech,,United States,Chicago,,1100.0,,Unicorn,,True,Unicorn Dataset,g2
Hailo,2021,Enterprise Tech,,Israel,Tel Aviv,,1000.0,,Unicorn,,True,Unicorn Dataset,hailo
Caribou,2022,Insurance,,United States,Denver,,1100.0,,Unicorn,,True,Unicorn Dataset,caribou
Nowports,2022,Industrials,,Mexico,Monterrey,,1100.0,,Unicorn,,True,Unicorn Dataset,nowports
People.ai,2021,Enterprise Tech,,United States,San Francisco,,1100.0,,Unicorn,,True,Unicorn Dataset,people.ai
Carousell,2021,Consumer & Retail,,Singapore,Singapore City,,1100.0,,Unicorn,,True,Unicorn Dataset,carousell
apna,2021,Enterprise Tech,,India,Bengaluru,,1100.0,,Unicorn,,True,Unicorn Dataset,apna
Karat,2021,Enterprise Tech,,United States,Seattle,,1100.0,,Unicorn,,True,Unicorn Dataset,karat
Enpal,2021,Industrials,,Germany,Berlin,,1100.0,,Unicorn,,True,Unicorn Dataset,enpal
Acko General Insurance,2021,Insurance,,India,Bengaluru,,1100.0,,Unicorn,,True,Unicorn Dataset,acko general insurance
Daily Harvest,2021,Consumer & Retail,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,daily harvest
The Bank of London,2021,Financial Services,,United Kingdom,London,,1100.0,,Unicorn,,True,Unicorn Dataset,the bank of london
Fundbox,2021,Financial Services,,United States,San Francisco,,1100.0,,Unicorn,,True,Unicorn Dataset,fundbox
Turing,2021,Enterprise Tech,,United States,Palo Alto,,1100.0,,Unicorn,,True,Unicorn Dataset,turing
GlobalBees,2021,Consumer & Retail,,India,New Delhi,,1100.0,,Unicorn,,True,Unicorn Dataset,globalbees
LEAD,2022,Consumer & Retail,,India,Andheri,,1100.0,,Unicorn,,True,Unicorn Dataset,lead
eSentire,2022,Enterprise Tech,,Canada,Waterloo,,1100.0,,Unicorn,,True,Unicorn Dataset,esentire
Beyond Identity,2022,Enterprise Tech,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,beyond identity
Staffbase,2022,Enterprise Tech,,Germany,Chemnitz,,1100.0,,Unicorn,,True,Unicorn Dataset,staffbase
Chief,2022,Consumer & Retail,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,chief
IntelyCare,2022,Healthcare & Life Sciences,,United States,Quincy,,1100.0,,Unicorn,,True,Unicorn Dataset,intelycare
Teleport,2022,Enterprise Tech,,United States,Oakland,,1100.0,,Unicorn,,True,Unicorn Dataset,teleport
Imply Data,2022,Enterprise Tech,,United States,Burlingame,,1100.0,,Unicorn,,True,Unicorn Dataset,imply data
Material Security,2022,Enterprise Tech,,United States,Redwood City,,1100.0,,Unicorn,,True,Unicorn Dataset,material security
PhysicsWallah,2022,Consumer & Retail,,India,Uttar Pradesh,,1100.0,,Unicorn,,True,Unicorn Dataset,physicswallah
Recover,2022,Industrials,,Spain,Banyeres de Mariola,,1100.0,,Unicorn,,True,Unicorn Dataset,recover
Purplle,2022,Consumer & Retail,,India,Mumbai,,1100.0,,Unicorn,,True,Unicorn Dataset,purplle
CAIS,2022,Financial Services,,United States,New York,,1100.0,,Unicorn,,True,Unicorn Dataset,cais
Nxin,2018,Industrials,,China,Beijing,,1080.0,,Unicorn,,True,Unicorn Dataset,nxin
UISEE Technology,2021,Industrials,,China,Beijing,,1080.0,,Unicorn,,True,Unicorn Dataset,uisee technology
56PINGTAI,2021,Industrials,,China,Shanghai,,1080.0,,Unicorn,,True,Unicorn Dataset,56pingtai
Cirkul,2022,Consumer & Retail,,United States,Sarasota,,1070.0,,Unicorn,,True,Unicorn Dataset,cirkul
Radius Payment Solutions,2017,Industrials,,United Kingdom,Crewe,,1070.0,,Unicorn,,True,Unicorn Dataset,radius payment solutions
InCred,2023,Financial Services,,India,Mumbai,,1050.0,,Unicorn,,True,Unicorn Dataset,incred
0x,2022,Financial Services,,United States,San Francisco,,1050.0,,Unicorn,,True,Unicorn Dataset,0x
Jiuxian,2015,Consumer & Retail,,China,Beijing,,1050.0,,Unicorn,,True,Unicorn Dataset,jiuxian
Instabase,2019,Enterprise Tech,,United States,San Francisco,,2000.0,,Unicorn,,True,Unicorn Dataset,instabase
Sendbird,2021,Enterprise Tech,,United States,San Mateo,,1050.0,,Unicorn,,True,Unicorn Dataset,sendbird
Density,2021,Enterprise Tech,,United States,San Francisco,,1050.0,,Unicorn,,True,Unicorn Dataset,density
Mixpanel,2021,Enterprise Tech,,United States,San Francisco,,1050.0,,Unicorn,,True,Unicorn Dataset,mixpanel
Branch,2022,Insurance,,United States,Columbus,,1050.0,,Unicorn,,True,Unicorn Dataset,branch
OrCam Technologies,2018,Healthcare & Life Sciences,,Israel,Jerusalem,,1030.0,,Unicorn,,True,Unicorn Dataset,orcam technologies
B&C Chemical,2023,Industrials,,China,Pizhou,,1020.0,,Unicorn,,True,Unicorn Dataset,b&c chemical
Ample,2021,Industrials,,United States,San Francisco,,1020.0,,Unicorn,,True,Unicorn Dataset,ample
BlackBuck,2021,Industrials,,India,Bengaluru,,1020.0,,Unicorn,,True,Unicorn Dataset,blackbuck
Wheel,2022,Healthcare & Life Sciences,,United States,Austin,,1010.0,,Unicorn,,True,Unicorn Dataset,wheel
Vestwell,2023,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,vestwell
Minute Media,2024,Media & Entertainment,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,minute media
Perfios,2024,Financial Services,,India,Mumbai,,1000.0,,Unicorn,,True,Unicorn Dataset,perfios
Tamara,2023,Financial Services,,Saudi Arabia,Riyadh,,1000.0,,Unicorn,,True,Unicorn Dataset,tamara
Xreal,2024,Media & Entertainment,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,xreal
Silverfort,2024,Enterprise Tech,,Israel,Tel Aviv,,1000.0,,Unicorn,,True,Unicorn Dataset,silverfort
IntraBio,2024,Healthcare & Life Sciences,,United Kingdom,Oxfordshire,,1000.0,,Unicorn,,True,Unicorn Dataset,intrabio
Andalusia Labs,2023,Enterprise Tech,,United Arab Emirates,Abu Dhabi,,1000.0,,Unicorn,,True,Unicorn Dataset,andalusia labs
EmployerDirect Healthcare,2023,Healthcare & Life Sciences,,United States,Dallas,,1000.0,,Unicorn,,True,Unicorn Dataset,employerdirect healthcare
Electric Hydrogen,2023,Industrials,,United States,Natick,,1000.0,,Unicorn,,True,Unicorn Dataset,electric hydrogen
TechMet,2023,Industrials,,Ireland,Dublin,,1000.0,,Unicorn,,True,Unicorn Dataset,techmet
MaintainX,2023,Enterprise Tech,,United States,San Fransisco,,1000.0,,Unicorn,,True,Unicorn Dataset,maintainx
01.AI,2023,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,01.ai
MindMaze,2022,Health,,Switzerland,Lausanne,,1000.0,,Unicorn,,True,Unicorn Dataset,mindmaze
Avenue One,2023,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,avenue one
DataSnipper,2024,Enterprise Tech,,Netherlands,Amsterdam,,1000.0,,Unicorn,,True,Unicorn Dataset,datasnipper
Zhipu AI,2023,Enterprise Tech,,China,Beijing ,,1000.0,,Unicorn,,True,Unicorn Dataset,zhipu ai
Flashbots,2023,Enterprise Tech,,Cayman Islands,Grand Cayman,,1000.0,,Unicorn,,True,Unicorn Dataset,flashbots
Typeface,2023,Enterprise Tech,,United States,Los Altos,,1000.0,,Unicorn,,True,Unicorn Dataset,typeface
Imbue,2023,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,imbue
Restaurant365,2023,Consumer & Retail,,United States,Irvine,,1000.0,,Unicorn,,True,Unicorn Dataset,restaurant365
Kin,2023,Insurance,,United States,Chicago,,1000.0,,Unicorn,,True,Unicorn Dataset,kin
DeepL,2023,Enterprise Tech,,Germany,Cologne,,1000.0,,Unicorn,,True,Unicorn Dataset,deepl
KoBold Metals,2023,Industrials,,United States,Berkeley,,1000.0,,Unicorn,,True,Unicorn Dataset,kobold metals
Go,2023,Industrials,,Japan,Tokyo,,1000.0,,Unicorn,,True,Unicorn Dataset,go
Percent,2018,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,percent
1Komma5,2023,Industrials,,Germany,Hamburg,,1080.0,,Unicorn,,True,Unicorn Dataset,1komma5
Gradiant,2023,Industrials,,United States,Woburn,,1000.0,,Unicorn,,True,Unicorn Dataset,gradiant
Palmetto,2022,Industrials,,United States,Charleston,,1000.0,,Unicorn,,True,Unicorn Dataset,palmetto
Synthesia,2023,Enterprise Tech,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,synthesia
Prove Identity,2020,Enterprise Tech,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,prove identity
Character.AI,2023,Media & Entertainment,,United States,Menlo Park,,1000.0,,Unicorn,,True,Unicorn Dataset,character.ai
Atmosphere,2023,Media & Entertainment,,United States,Austin,,1000.0,,Unicorn,,True,Unicorn Dataset,atmosphere
Adept,2023,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,adept
Beamery,2022,Enterprise Tech,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,beamery
Flow,2022,Financial Services,,United States,New York,,1000.0,,Unicorn,,True,Unicorn Dataset,flow
Xanadu,2022,Enterprise Tech,,Canada,Toronto,,1000.0,,Unicorn,,True,Unicorn Dataset,xanadu
LINE MAN Wongnai,2022,Consumer & Retail,,Thailand,Bangkok,,1000.0,,Unicorn,,True,Unicorn Dataset,line man wongnai
Celestia,2022,Enterprise Tech,,Liechtenstein,Vaduz,,1000.0,,Unicorn,,True,Unicorn Dataset,celestia
Stability AI,2022,Enterprise Tech,,United Kingdom,London,,1000.0,,Unicorn,,True,Unicorn Dataset,stability ai
Satispay,2022,Financial Services,,Italy,Milan,,1000.0,,Unicorn,,True,Unicorn Dataset,satispay
Paystand,2022,Financial Services,,United States,Scotts Valley,,1000.0,,Unicorn,,True,Unicorn Dataset,paystand
Turntide Technologies,2022,Industrials,,United States,Sunnyvale,,1000.0,,Unicorn,,True,Unicorn Dataset,turntide technologies
EcoVadis,2022,Enterprise Tech,,France,Paris,,1000.0,,Unicorn,,True,Unicorn Dataset,ecovadis
TransferMate,2022,Financial Services,,Ireland,Kilkenny,,1000.0,,Unicorn,,True,Unicorn Dataset,transfermate
Lookout,2013,Enterprise Tech,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,lookout
Snapdeal,2014,Consumer & Retail,,India,New Delhi,,1000.0,,Unicorn,,True,Unicorn Dataset,snapdeal
TechStyle Fashion Group,2014,Consumer & Retail,,United States,El Segundo,,1000.0,,Unicorn,,True,Unicorn Dataset,techstyle fashion group
Zebec,2022,Financial Services,,United States,San Francisco,,1000.0,,Unicorn,,True,Unicorn Dataset,zebec
InMobi,2014,Enterprise Tech,,India,Bengaluru,,1000.0,,Unicorn,,True,Unicorn Dataset,inmobi
LinkSure Network,2015,Industrials,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,linksure network
Red Ventures,2015,Media & Entertainment,,United States,Fort Mill,,1000.0,,Unicorn,,True,Unicorn Dataset,red ventures
BeiBei,2015,Consumer & Retail,,China,Hangzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,beibei
Lamabang,2015,Consumer & Retail,,China,Shenzhen,,1000.0,,Unicorn,,True,Unicorn Dataset,lamabang
Jimu,2015,Financial Services,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,jimu
ShareCRM,2015,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,sharecrm
Mia.com,2015,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,mia.com
58 Daojia,2015,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,58 daojia
Womai,2015,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,womai
HuJiang,2015,Consumer & Retail,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,hujiang
iTutorGroup,2015,Consumer & Retail,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,itutorgroup
iCarbonX,2016,Healthcare & Life Sciences,,China,Shenzhen,,1000.0,,Unicorn,,True,Unicorn Dataset,icarbonx
Kendra Scott,2016,Consumer & Retail,,United States,Austin,,1000.0,,Unicorn,,True,Unicorn Dataset,kendra scott
Mobvoi,2017,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,mobvoi
Zhuan Zhuan,2017,Consumer & Retail,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,zhuan zhuan
Modernizing Medicine,2017,Healthcare & Life Sciences,,United States,Boca Raton,,1000.0,,Unicorn,,True,Unicorn Dataset,modernizing medicine
DianRong,2017,Financial Services,,China,Shanghai,,1000.0,,Unicorn,,True,Unicorn Dataset,dianrong
YH Global,2017,Industrials,,China,Shenzhen,,1000.0,,Unicorn,,True,Unicorn Dataset,yh global
Revolution Precrafted,2017,Industrials,,Philippines,Manila,,1000.0,,Unicorn,,True,Unicorn Dataset,revolution precrafted
WeLab,2017,Financial Services,,Hong Kong,Hong Kong,,1000.0,,Unicorn,,True,Unicorn Dataset,welab
Maimai,2017,Media & Entertainment,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,maimai
Dxy.cn,2018,Healthcare & Life Sciences,,China,Hangzhou,,1000.0,,Unicorn,,True,Unicorn Dataset,dxy.cn
HMD Global,2018,Industrials,,Finland,Espoo,,1000.0,,Unicorn,,True,Unicorn Dataset,hmd global
Huike Group,2018,Enterprise Tech,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,huike group
ChinaC.com,2018,Enterprise Tech,,China,Wuxi,,1000.0,,Unicorn,,True,Unicorn Dataset,chinac.com
LinkDoc Technology,2018,Healthcare & Life Sciences,,China,Beijing,,1000.0,,Unicorn,,True,Unicorn Dataset,linkdoc technology
Movile,2018,Consumer & Retail,,Brazil,Sao Paulo,,1000.0,,Unicorn,,True,Unicorn Dataset,movile
